ChannelNumber	N(E)	W	P	G(Z,W)	Value	Energy(MeV)
319.0	2.0	2.87279843444227	2.6931340191186104	17.801636900465414	0.11667555439078946	0.957
320.0	0.0	2.87866927592955	2.699395636097228	17.786521551485993	0.0	0.96
321.0	0.0	2.8845401174168295	2.705655500795897	17.771448970063926	0.0	0.963
322.0	0.0	2.8904109589041096	2.7119136253488927	17.75642061526725	0.0	0.966
323.0	0.0	2.8962818003913897	2.718170021775384	17.74143794422261	0.0	0.969
324.0	0.0	2.9021526418786694	2.724424701980831	17.72650241213891	0.0	0.972
325.0	1.0	2.908023483365949	2.7306776777583672	17.711615472330553	0.08170958472227209	0.975
326.0	1.0	2.9138943248532287	2.7369289607901504	17.69677857624044	0.08157913458566243	0.978
327.0	0.0	2.919765166340509	2.7431785626487057	17.681993173462516	0.0	0.981
328.0	0.0	2.9256360078277885	2.749426494798237	17.667260711764058	0.0	0.984
329.0	1.0	2.9315068493150687	2.7556727685959306	17.652582637107635	0.08119045217862104	0.987
330.0	1.0	2.9373776908023483	2.761917395293229	17.637960393672653	0.08106175953794367	0.99
331.0	0.0	2.943248532289628	2.768160386037097	17.62339542387671	0.0	0.993
332.0	1.0	2.9491193737769077	2.774401751871257	17.60888916839657	0.08080563878989956	0.996
333.0	0.0	2.954990215264188	2.780641503737418	17.594443066188816	0.0	0.999
334.0	0.0	2.960861056751468	2.786879652476479	17.580058554510252	0.0	1.002
335.0	0.0	2.9667318982387476	2.7931162088297152	17.565737068937967	0.0	1.005
336.0	1.0	2.9726027397260273	2.7993511834399563	17.551480043389137	0.08029828207865132	1.008
337.0	1.0	2.978473581213307	2.805584586852733	17.537288599075076	0.08017242559147336	1.011
338.0	0.0	2.984344422700587	2.8118164295174215	17.523162153137548	0.0	1.014
339.0	0.0	2.990215264187867	2.818046721788359	17.509099544361355	0.0	1.017
340.0	1.0	2.996086105675147	2.8242754739259532	17.495099613296993	0.07979717187930876	1.02
341.0	0.0	3.0019569471624266	2.830502696097772	17.481161202722255	0.0	1.023
342.0	0.0	3.0078277886497067	2.8367283983796168	17.467283157616432	0.0	1.026
343.0	0.0	3.0136986301369864	2.8429525907565796	17.453464325134913	0.0	1.029
344.0	1.0	3.019569471624266	2.849175283124092	17.439703554584064	0.07930223454864131	1.032
345.0	0.0	3.025440313111546	2.85539648528895	17.425999697396527	0.0	1.035
346.0	0.0	3.031311154598826	2.8616162069703313	17.412351607106867	0.0	1.038
347.0	0.0	3.0371819960861055	2.8678344578007953	17.39875813932751	0.0	1.041
348.0	0.0	3.0430528375733856	2.8740512473272695	17.38521815172506	0.0	1.044
349.0	1.0	3.0489236790606653	2.880266585012023	17.37173050399695	0.07869223951402	1.047
350.0	0.0	3.0547945205479454	2.8864804802336272	17.358294057848386	0.0	1.05
351.0	1.0	3.060665362035225	2.892692942287898	17.344907676969637	0.07845094062669322	1.053
352.0	1.0	3.0665362035225048	2.8989039803888326	17.331570227013614	0.07833086961798245	1.056
353.0	1.0	3.072407045009785	2.905113603669529	17.31828057557381	0.07821118427187346	1.059
354.0	0.0	3.0782778864970646	2.911321821183092	17.305037592162478	0.0	1.062
355.0	0.0	3.0841487279843443	2.917528641903529	17.29184014818916	0.0	1.065
356.0	0.0	3.0900195694716244	2.9237340747266334	17.278687116939473	0.0	1.068
357.0	0.0	3.095890410958904	2.9299381284708543	17.265577373554216	0.0	1.071
358.0	0.0	3.101761252446184	2.9361408118781567	17.252509795008752	0.0	1.074
359.0	0.0	3.107632093933464	2.9423421336148663	17.239483260092662	0.0	1.077
360.0	1.0	3.1135029354207435	2.948542102272509	17.22649664938966	0.07738418953694298	1.08
361.0	0.0	3.1193737769080236	2.9547407263686316	17.213548845257833	0.0	1.083
362.0	1.0	3.1252446183953033	2.9609380143476165	17.200638731810095	0.0771513796712459	1.086
363.0	4.0	3.131115459882583	2.967133974581485	17.187765194894922	0.15407110846210814	1.089
364.0	0.0	3.136986301369863	2.973328615370688	17.174927122077367	0.0	1.092
365.0	0.0	3.142857142857143	2.979521944944887	17.162123402620278	0.0	1.095
366.0	0.0	3.148727984344423	2.9857139714637255	17.14935292746582	0.0	1.098
367.0	0.0	3.1545988258317026	2.991904703017587	17.13661458921721	0.0	1.101
368.0	0.0	3.1604696673189823	2.998094147628349	17.12390728212072	0.0	1.104
369.0	0.0	3.1663405088062624	3.0042823132501213	17.111229959066616	0.0	1.107
370.0	0.0	3.172211350293542	3.010469207769974	17.09858217962887	0.0	1.11
371.0	0.0	3.1780821917808217	3.0166548390086643	17.08596386879319	0.0	1.113
372.0	0.0	3.183953033268102	3.022839214721343	17.07337495689023	0.0	1.116
373.0	0.0	3.1898238747553815	3.0290223425982576	17.060815374565866	0.0	1.119
374.0	0.0	3.1956947162426617	3.0352042302654474	17.048285052777807	0.0	1.122
375.0	0.0	3.2015655577299413	3.041384885285424	17.035783922792312	0.0	1.125
376.0	0.0	3.207436399217221	3.0475643151578495	17.023311916180873	0.0	1.128
377.0	1.0	3.213307240704501	3.053742527320202	17.01086896481701	0.07545438744279234	1.131
378.0	1.0	3.219178082191781	3.0599195291484307	16.99845500087305	0.07534427754316055	1.134
379.0	0.0	3.2250489236790605	3.066095327957607	16.986069956816998	0.0	1.137
380.0	1.0	3.2309197651663406	3.0722699310025674	16.9737137654094	0.07512515650563	1.14
381.0	0.0	3.2367906066536203	3.078443345478541	16.9613863597003	0.0	1.143
382.0	1.0	3.2426614481409004	3.0846155785217775	16.94908767302617	0.0749074871795048	1.146
383.0	0.0	3.24853228962818	3.090786637210163	16.936817639006964	0.0	1.149
384.0	0.0	3.2544031311154598	3.096956528563827	16.92457619154311	0.0	1.152
385.0	0.0	3.26027397260274	3.1031252595457457	16.912363264812633	0.0	1.155
386.0	0.0	3.2661448140900196	3.1092928370623323	16.900178793268257	0.0	1.158
387.0	1.0	3.2720156555772992	3.1154592679640256	16.888022711634548	0.07436956219507317	1.161
388.0	0.0	3.2778864970645794	3.121624559045866	16.875894954905128	0.0	1.164
